success,spl,distance_to_goal,object_goal,id,island,island_area,long_memory_query,working_memory_query,search_point
1.0,0.9160204049419082,0.08204156160354614,plant,00873-bxsVRursffK,0,64.13450622558594,1,0,1
1.0,0.8906930882703287,0.1285027414560318,plant,00873-bxsVRursffK,0,64.13450622558594,1,0,1
1.0,0.7571620265226381,0.15032856166362762,toilet,00873-bxsVRursffK,0,64.13450622558594,1,0,1
0.0,0.0,4.843723297119141,chair,00873-bxsVRursffK,0,64.13450622558594,1,0,1
0.0,0.0,1.1706840991973877,sofa,00873-bxsVRursffK,0,64.13450622558594,1,0,1
1.0,0.5940643275602724,0.06888514757156372,bed,00873-bxsVRursffK,0,64.13450622558594,1,0,1
1.0,0.8269066004878898,0.18451623618602753,tv_monitor,00894-HY1NcmCgn3n,0,180.56265258789062,1,0,1
1.0,0.8204268395017744,0.09470250457525253,tv_monitor,00894-HY1NcmCgn3n,0,180.56265258789062,1,0,1
1.0,0.8381824255920822,0.11306438595056534,tv_monitor,00894-HY1NcmCgn3n,0,180.56265258789062,1,0,1
1.0,0.633969143848227,0.08748835325241089,chair,00853-5cdEh9F2hJL,0,77.00389099121094,1,0,1
1.0,0.36313063496845,0.14225280284881592,plant,00853-5cdEh9F2hJL,0,77.00389099121094,1,0,1
1.0,0.6772911968125193,0.042546506971120834,sofa,00853-5cdEh9F2hJL,0,77.00389099121094,1,0,1
0.0,0.0,12.77808952331543,tv_monitor,00853-5cdEh9F2hJL,0,77.00389099121094,1,0,1
1.0,0.7635939753623283,0.07876714318990707,bed,00853-5cdEh9F2hJL,0,77.00389099121094,1,0,1
1.0,0.4570763667947667,0.13581044971942902,sofa,00853-5cdEh9F2hJL,0,77.00389099121094,2,0,2
1.0,0.748020394900433,0.3753594160079956,chair,00835-q3zU7Yy5E5s,0,12.884771347045898,1,0,1
1.0,1.0,0.21829529106616974,sofa,00835-q3zU7Yy5E5s,1,23.304763793945312,1,0,1
1.0,0.8016260136775839,0.39732426404953003,sofa,00835-q3zU7Yy5E5s,1,23.304763793945312,2,0,2
1.0,0.3874416655802517,0.016830986365675926,plant,00831-yr17PDCnDDW,0,273.9668884277344,1,0,1
1.0,0.19069151141549964,0.22366167604923248,chair,00831-yr17PDCnDDW,0,273.9668884277344,3,0,3
1.0,0.2011336085488281,0.2674323618412018,tv_monitor,00831-yr17PDCnDDW,0,273.9668884277344,3,0,3
1.0,0.25552854591394203,0.15123777091503143,chair,00831-yr17PDCnDDW,0,273.9668884277344,1,0,1
1.0,0.09548622258843338,0.08303491771221161,chair,00831-yr17PDCnDDW,0,273.9668884277344,3,0,3
1.0,0.39427477496028956,0.1905791461467743,sofa,00869-MHPLjHsuG27,0,14.598527908325195,1,0,1
1.0,0.7848939242071529,0.37761175632476807,tv_monitor,00869-MHPLjHsuG27,0,14.598527908325195,1,0,1
1.0,0.6299176049665921,0.10625378042459488,chair,00869-MHPLjHsuG27,1,20.642654418945312,2,0,2
1.0,0.5786410137292264,0.15263552963733673,sofa,00869-MHPLjHsuG27,0,14.598527908325195,1,0,1
0.0,0.0,2.5089898109436035,toilet,00815-h1zeeAwLh9Z,0,64.93303680419922,1,0,1
1.0,0.3823328862744177,0.15866932272911072,chair,00815-h1zeeAwLh9Z,1,37.163169860839844,1,0,1
1.0,0.22372178504314605,0.1329994648694992,chair,00815-h1zeeAwLh9Z,0,64.93303680419922,1,0,1
1.0,0.407911570430303,0.19827331602573395,sofa,00815-h1zeeAwLh9Z,1,37.163169860839844,2,0,2
1.0,0.842653934273967,0.19289542734622955,bed,00843-DYehNKdT76V,0,62.364925384521484,1,0,1
1.0,0.8401166310286479,0.11983942985534668,sofa,00843-DYehNKdT76V,0,62.364925384521484,2,0,2
1.0,0.6628977186114892,0.1666758805513382,plant,00843-DYehNKdT76V,0,62.364925384521484,1,0,1
1.0,0.7688249051168136,0.15153318643569946,bed,00847-bCPU9suPUw9,1,17.04467010498047,1,0,1
1.0,0.8433385563669535,0.15135079622268677,bed,00847-bCPU9suPUw9,1,17.04467010498047,1,0,1
1.0,0.8374706306367043,0.15022915601730347,sofa,00847-bCPU9suPUw9,1,17.04467010498047,1,0,1
1.0,0.7901452357793755,0.1611386388540268,sofa,00827-BAbdmeyTvMZ,0,58.549068450927734,1,0,1
1.0,0.7572465213856288,0.17036141455173492,bed,00827-BAbdmeyTvMZ,0,58.549068450927734,1,0,1
1.0,0.19395505859870152,0.17713993787765503,chair,00827-BAbdmeyTvMZ,0,58.549068450927734,2,0,2
1.0,0.86837321779178,0.16915760934352875,bed,00827-BAbdmeyTvMZ,0,58.549068450927734,1,0,1
1.0,0.6619464631535852,0.1629803478717804,bed,00827-BAbdmeyTvMZ,0,58.549068450927734,1,0,1
1.0,0.29328941463686464,0.25917333364486694,toilet,00800-TEEsavR23oF,0,76.10676574707031,3,0,3
1.0,0.5091707384406556,0.09097982943058014,chair,00800-TEEsavR23oF,0,76.10676574707031,1,0,1
1.0,0.5905287088547174,0.15581636130809784,bed,00800-TEEsavR23oF,0,76.10676574707031,2,0,2
0.0,0.0,11.914011001586914,toilet,00813-svBbv1Pavdk,0,73.96382904052734,1,0,1
1.0,0.5502386112422955,0.4508557915687561,sofa,00813-svBbv1Pavdk,0,73.96382904052734,1,0,1
1.0,0.736244076088701,0.10030391812324524,tv_monitor,00891-cvZr5TUy5C5,0,196.93040466308594,1,0,1
1.0,0.8735659521355525,0.052621886134147644,toilet,00891-cvZr5TUy5C5,0,196.93040466308594,1,0,1
