success,spl,distance_to_goal,object_goal,id,island,island_area,long_memory_query,working_memory_query,search_point
0.0,0.0,3.7448418140411377,chair,00824-Dd4bFSTQ8gi,0,78.68595886230469,1,0,1
1.0,0.8809954892901443,0.0524386391043663,sofa,00824-Dd4bFSTQ8gi,0,78.68595886230469,1,0,1
1.0,0.7775151596240499,0.05807456001639366,toilet,00824-Dd4bFSTQ8gi,0,78.68595886230469,1,0,1
0.0,0.0,3.7463088035583496,chair,00824-Dd4bFSTQ8gi,0,78.68595886230469,1,0,1
1.0,0.8368068754257735,0.05960949882864952,bed,00824-Dd4bFSTQ8gi,0,78.68595886230469,1,0,1
0.0,0.0,3.6130728721618652,sofa,00824-Dd4bFSTQ8gi,0,78.68595886230469,2,0,2
0.0,0.0,3.1642723083496094,sofa,00824-Dd4bFSTQ8gi,0,78.68595886230469,2,0,2
1.0,0.5068974414422446,0.047330617904663086,toilet,00824-Dd4bFSTQ8gi,0,78.68595886230469,1,0,1
0.0,0.0,1.241638422012329,bed,00814-p53SfW6mjZe,0,217.1283721923828,3,1,4
0.0,0.0,1.3425848484039307,bed,00814-p53SfW6mjZe,0,217.1283721923828,3,1,4
0.0,0.0,14.814958572387695,chair,00814-p53SfW6mjZe,0,217.1283721923828,2,3,5
1.0,0.648159290339563,0.16610479354858398,sofa,00814-p53SfW6mjZe,0,217.1283721923828,1,0,1
1.0,0.931870094439664,0.03217627853155136,sofa,00814-p53SfW6mjZe,0,217.1283721923828,1,0,1
1.0,0.7503738206167553,0.18432381749153137,sofa,00829-QaLdnwvtxbs,0,51.208736419677734,1,0,1
1.0,0.2981560144036538,0.125654935836792,chair,00829-QaLdnwvtxbs,0,51.208736419677734,1,0,1
1.0,0.33897437848922907,0.02269960753619671,chair,00829-QaLdnwvtxbs,0,51.208736419677734,1,0,1
1.0,0.7709092945227342,0.031523045152425766,bed,00829-QaLdnwvtxbs,0,51.208736419677734,1,0,1
0.0,0.0,13.84145450592041,bed,00839-zt1RVoi7PcG,0,127.87889862060547,3,1,4
0.0,0.0,19.744239807128906,tv_monitor,00839-zt1RVoi7PcG,0,127.87889862060547,1,0,1
1.0,0.8797118961662808,0.03102501481771469,chair,00839-zt1RVoi7PcG,0,127.87889862060547,1,0,1
1.0,0.9262719698632172,0.023585235700011253,toilet,00839-zt1RVoi7PcG,0,127.87889862060547,1,0,1
0.0,0.0,1.0357544422149658,tv_monitor,00839-zt1RVoi7PcG,0,127.87889862060547,1,0,1
0.0,0.0,1.5613808631896973,sofa,00813-svBbv1Pavdk,0,73.96382904052734,1,0,1
1.0,0.7946355048661905,0.04269884154200554,bed,00813-svBbv1Pavdk,0,73.96382904052734,1,0,1
1.0,0.49629802776233106,0.021355047821998596,plant,00813-svBbv1Pavdk,0,73.96382904052734,1,0,1
1.0,0.8776884892790154,0.03353678807616234,bed,00813-svBbv1Pavdk,0,73.96382904052734,1,0,1
1.0,0.4860389836155842,0.024342479184269905,plant,00813-svBbv1Pavdk,0,73.96382904052734,1,0,1
1.0,0.8381301929125697,0.174517422914505,sofa,00813-svBbv1Pavdk,0,73.96382904052734,1,0,1
1.0,0.7893876284926229,0.022782107815146446,bed,00813-svBbv1Pavdk,0,73.96382904052734,1,0,1
1.0,0.8665003746472286,0.12007793039083481,tv_monitor,00813-svBbv1Pavdk,0,73.96382904052734,1,0,1
1.0,0.8613072635084001,0.15871280431747437,toilet,00802-wcojb4TFT35,0,37.30722427368164,1,0,1
1.0,0.5139998520955047,0.16210287809371948,bed,00802-wcojb4TFT35,0,37.30722427368164,1,0,1
1.0,0.7344616227026131,0.03261658176779747,tv_monitor,00802-wcojb4TFT35,2,39.943275451660156,2,0,2
1.0,0.7644568748479,0.04857758432626724,sofa,00802-wcojb4TFT35,2,39.943275451660156,3,1,4
1.0,0.40951233936087394,0.01751408912241459,sofa,00802-wcojb4TFT35,2,39.943275451660156,3,1,4
1.0,0.5354003664470223,0.16154462099075317,bed,00802-wcojb4TFT35,0,37.30722427368164,1,0,1
1.0,0.3443692957190677,0.49872180819511414,chair,00802-wcojb4TFT35,0,37.30722427368164,3,1,4
1.0,0.7314112892138078,0.15934264659881592,bed,00802-wcojb4TFT35,0,37.30722427368164,1,0,1
0.0,0.0,10.942854881286621,sofa,00853-5cdEh9F2hJL,0,77.00389099121094,1,0,1
0.0,0.0,6.690861701965332,sofa,00853-5cdEh9F2hJL,0,77.00389099121094,1,0,1
1.0,0.7128202207902739,0.028061063960194588,bed,00853-5cdEh9F2hJL,0,77.00389099121094,1,0,1
0.0,0.0,6.697005271911621,sofa,00853-5cdEh9F2hJL,0,77.00389099121094,1,0,1
1.0,0.8366847370152044,0.05956798046827316,sofa,00880-Nfvxx8J5NCo,0,63.492286682128906,1,0,1
1.0,0.8476245778299536,0.013144467957317829,chair,00880-Nfvxx8J5NCo,0,63.492286682128906,1,0,1
1.0,0.7495889332978922,0.02755223587155342,sofa,00880-Nfvxx8J5NCo,0,63.492286682128906,1,0,1
1.0,0.3351618872554237,0.036990389227867126,bed,00880-Nfvxx8J5NCo,0,63.492286682128906,2,0,2
1.0,0.9701764172560214,0.029778406023979187,sofa,00880-Nfvxx8J5NCo,0,63.492286682128906,1,0,1
1.0,0.9508994274425538,0.022740831598639488,chair,00880-Nfvxx8J5NCo,0,63.492286682128906,1,0,1
0.0,0.0,9.383002281188965,tv_monitor,00880-Nfvxx8J5NCo,0,63.492286682128906,1,0,1
1.0,0.7870978812851334,0.038801778107881546,toilet,00873-bxsVRursffK,0,64.13450622558594,1,0,1
